text,label
"fourth quarter 2008 net sale increase 2 EUR 1,050.7 mn EUR 1,027.0 mn fourth quarter 2007",1
"fourth quarter 2008 last sale gain 2 EUR single, 050. heptad mn EUR unity, 027. 0 mn 4th quarter 2007",1
"international sale rise 59.8 EUR 1,244.4 mn",1
"international sale wage increase ilx. 8 EUR 1, 244. four mn",1
Kalmar Espana generate net sale 11.3 mln euro $ 14.8 mln 2005,0
Kalmar Espana generate meshwork cut rate sale 11. triplet mln euro $ 14. 8 mln 2005,0
net sale grow period   x20ac 402 million $ 585US million   x20ac 401 million 2006,1
net sale grow period x20ac 402 billion $ 585US billion x20ac 401 million 2006,1
net sale increase EUR655 m April June 2010 EUR438 m year early,1
net sale increment EUR655 m April June 2010 EUR438 m class betimes,1
net sale rise 25.5 year year EUR59 .6 m number charger deliver go 41 65.9 million piece,1
last sale rise xxv. 5 year twelvemonth EUR59. 6 m turn charger bear go 41 sixty five. ennead million piece,1
net sale total EUR 93.6 mn EUR 93.2 mn corresponding period 2005,1
last sale total EUR ninety three. 6 mn EUR 93. 2 mn corresponding full stop 2005,1
Nokia note average selling price handset decline period mobile phone profit margin rise 22 percent 13 percent year ago quarter,1
Nokia note average marketing damage handset decline menstruation mobile phone profit margin rise 22 percent 13 percent year ago fourth,1
operate profit increase 145.1 EUR 8.3 mn EUR 3.4 mn,1
operate profit increment 145. 1 EUR 8. 3 mn EUR deuce ace. 4 manganese,1
operate profit margin increase 11.2 11.7,1
operate profit leeway increase 11. 2 eleven. 7,1
operate profit rise EUR 3.11 mn EUR 1.22 mn corresponding period 2009,1
operate profit rise EUR 3. xi mn EUR 1. 22 mn correspond stop 2009,1
operate profit rise EUR 5mn EUR 2.8 mn fourth quarter 2008,1
operate gain rise EUR 5mn EUR 2. octad mn fourth quarter 2008,1
operate profit EUR 24.5 mn EUR 23.0 mn,1
operate net EUR twenty four. 5 mn EUR xxiii. 0 mn,1
Ramirent net sale second quarterende June 30 EURO 128.7 million U.S. $ 163 million 3.3 percent increase compare EURO 124.6 million thesecond quarter year,1
Ramirent net sale 2d quarterende June thirty EURO 128. seven billion U. S. $ 163 trillion trio. 3 percent increase compare EURO 124. 6 million thesecond quarter twelvemonth,1
revenue grow 2 percent   x20ac 580 million $ 743 million   x20ac 569 million,1
revenue farm 2 percent x20ac 580 million $ 743 million x20ac 569 meg,1
Ruukki announce sign agreement Aker Solutions Norway supply 24 suction anchor September 2010 Kalajoki unit Finland,1
Ruukki announce sign agreement Aker Solution Norway supply xxiv suction linchpin September 2010 Kalajoki unit Suomi,1
Ruukki delivery volume sell price show favourable development company comparable net sale grow 50 year year EUR647 m CEO Sakari Tamminen say,1
Ruukki delivery volume trade cost display favourable ontogeny party comparable net sale grow 50 year year EUR647 m CEO Sakari Tamminen say,1
Sanoma Magazines net sale estimate grow 2006,1
Sanoma Magazines nett sale estimate grow 2006,1
bank forecast Finland gdp grow 2 2010 2011,1
bank forecast Suomi gross domestic product grow 2 2010 2011,1
"circuit overall production rate weekly basis excess average 40,000 tonne day volume excess 50,000 tonne day reach individual day",1
"electrical circuit overall production rate hebdomadary basis excess average xl, 000 tonne day volume redundant 50, 000 tonne day reach individual day",1
company consolidated operating profit amount EUR 15.86 mn EUR 4.14 mn year year,1
company consolidated operating profit amount EUR 15. 86 mn EUR quartet. xiv mn yr year,1
Department Store Division report increase sale 4 cent,1
Section Store Division report step up sale quadruplet cent,1
fair value company investment property grow EUR 2.803 billion end March 2009 EUR 2.691 million year ago,1
fair value ship's company investment funds property produce EUR 2. 803 gazillion end March 2009 EUR 2. 691 million year ago,1
quarter good quarter 2009 net sale operate margin rise 12.2,1
quarter right quarter 2009 net cut rate sale operate gross profit margin boost 12. 2,1
major brewery increase domestic beer sale 4.5 cent year 256.88 million litre 245.92 million litre 2004,1
major brewery increase domestic beer sale quaternion. 5 cent year 256. 88 million litre 245. ninety two million cubic decimetre 2004,1
transaction double Tecnomens workforse add fourth net sale,1
dealing double Tecnomens workforse add fourth final sale,1
operate profit rise 26.9 EUR 105.8 83.4 million,1
operate profits hike xxvi. 9 EUR 105. 8 eighty three. iv million,1
` ` purchase Cramo second large rental service provider latvian market,1
` ` leverage Cramo second gravid rental overhaul provider latvian market,1
` ` priority 2009 strengthen company balance sheet increase cash flow CEO Hannu Krook say,1
` ` priority 2009 strengthen company residue sheet increase cash flow chief executive officer Hannu Krook tell,1
` ` purchase operation YIT strategy expand offering building system service geographically,1
` ` leverage surgical operation YIT strategy expand offering edifice organisation service geographically,1
21 October 2010 finnish fishing tackle company Rapala VMC Corp HEL RAP1V say today net profit rise EUR18 .9 m month 2010 EUR15 .1 m period year early,1
21 October 2010 finnish angle tackle company Rapala VMC Corporation HEL RAP1V say today net net income rise EUR18. 9 m calendar month 2010 EUR15. 1 m period year ahead of time,1
structure BIM build information modeling software Tekla model base software provider adopt construction management delivery university project Abu Dhabi,0
structure BIM build information modeling software Tekla fashion model base software supplier adopt building management delivery university task Abu Dhabi,0
accord Finnish Metso Minerals value company order go EUR 1.9 bn 12 month,1
conformity Finnish Metso Minerals value company order go EUR i. nine bn 12 calendar month,1
finnish Aldata Solution sign contract supply G.O.L.D. system french retail chain,1
finnish Aldata Solution sign declaration provision Gigabyte. Type o. Lambert. D. system french retail range of mountains,1
Finnish Bank + land report operating profit rise EUR 21.3 mn second quarter 2009 EUR 6.1 mn corresponding period 2008,1
